institution_id,institution_name,country,branch_of_government,level_of_government,has_genai_activity,n_total_rows,n_runs_covered,runs,n_activity_source_rows,activities_found,tools_found,best_summary
INST-0379,Constitutional Court of Hungary,Hungary,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Constitutional Court site and targeted English/Hungarian web searches yielded no evidence that the Court has adopted, piloted, or issued institution-specific guidance on generative AI."
INST-0380,Supreme Court of Iceland,Iceland,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed Supreme Court of Iceland site and targeted English/Icelandic searches; found no evidence of institution-specific GenAI adoption, pilot, or formal guidance."
INST-0381,Supreme Court of India,India,judicial,national,yes,1,1,chatgpt_web_v1,1,LegRAA legal research assistant,LegRAA,An official 2025 Supreme Court white paper says the Court uses AI tools and describes LegRAA as a generative AI-based legal research system for structured briefs and summaries.
INST-0382,Supreme Court of Indonesia,Indonesia,judicial,national,unclear,2,1,chatgpt_web_v1,0,,,"Official Supreme Court sources describe AI-based Smart Majelis Hakim work and discuss LLM use, but the reviewed material does not clearly establish a named generative-AI deployment by the Supreme Court of Indonesia itself."
INST-0383,Constitutional Court of Indonesia,Indonesia,judicial,national,yes,1,1,chatgpt_web_v1,1,AI-based Digital Court Library,Digital Court Library,The Constitutional Court of Indonesia has publicly described an AI-based Digital Court Library initiative as part of its broader court ICT development.
INST-0385,Federal Supreme Court of Iraq,Iraq,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official court materials and targeted web checks yielded court information and case news, but no documented GenAI tool, pilot, deployment, or internal-use policy at the Federal Supreme Court."
INST-0388,Supreme Court of Cassation,Italy,judicial,national,unclear,2,1,chatgpt_web_v1,0,,,"Official Court of Cassation sources show AI-focused training and internal discussion of AI support for judicial work, but reviewed material does not confirm a named generative-AI deployment at the Court itself."
INST-0389,Constitutional Court of Italy,Italy,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The Court's website includes AI-related comparative/legal research material, but no reviewed official source confirmed a GenAI tool, policy, pilot, or deployment by the Court."
INST-0393,Court of Cassation,Jordan,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official reporting shows Court of Cassation leadership expressed interest in using AI to manage litigation, but no source confirmed generative AI specifically or a deployed GenAI system at the Court of Cassation."
INST-0394,Supreme Court of Kazakhstan,Kazakhstan,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Available sources describe AI tools in Kazakhstan’s judiciary and comments from Supreme Court representatives, but reviewed material does not confirm a specific generative-AI deployment by the Supreme Court of Kazakhstan."
INST-0395,Constitutional Court of Kazakhstan,Kazakhstan,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court's official portal and targeted Kazakh, Russian, and English web searches; found no institution-specific mention of generative AI, LLMs, ChatGPT, or Copilot at the Court."
INST-0396,Supreme Court of Kenya,Kenya,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Judiciary sources describe a Judiciary-wide AI policy framework and AI transcription pilot, but they do not confirm a Supreme Court-specific generative-AI deployment at the Supreme Court of Kenya."
INST-0397,High Court of Kiribati,Kiribati,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed Judiciary Kiribati official pages; found no documented generative-AI tool, pilot, policy, or deployment for the High Court."
INST-0399,Supreme Court of Korea,Korea (South),judicial,national,yes,2,1,chatgpt_web_v1,2,Generative-AI-based trial support AI system,,Official judiciary sources confirm a generative-AI-based trial-support AI system pilot opened in February 2026; vendor and technical details remain undisclosed.
INST-0400,Constitutional Court of Korea,Korea (South),judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Constitutional Court sources show a 2025 notice about a ""generative AI work support service"" briefing and earlier AI chatbot/search tools, but available evidence does not confirm a sustained court deployment of generative AI."
INST-0401,Court of Cassation,Kuwait,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed official Ministry of Justice/Court of Cassation department pages in English and Arabic; they describe automated filing and judgment handling, but no generative AI, ChatGPT, Copilot or LLM use."
INST-0404,Supreme Court of Latvia,Latvia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Supreme Court of Latvia official site in English and targeted English/Latvian searches; no institution-specific generative AI tool, pilot, deployment, or policy was found."
INST-0405,Constitutional Court of Latvia,Latvia,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"The Court discusses AI and digitalisation in official communications, but available sources do not confirm a specific generative-AI tool, pilot, or policy at the Court itself."
INST-0406,Court of Cassation,Lebanon,judicial,national,no,1,1,chatgpt_web_v1,0,,,"I checked the Ministry of Justice page describing Lebanon's Court of Cassation and found no documented GenAI tool, pilot, policy or deployment for the court."
INST-0408,Supreme Court of Liberia,Liberia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Judiciary of Liberia pages and targeted web searches found no institution-specific evidence of generative AI use, policy, pilot, or procurement at the Supreme Court of Liberia."
INST-0409,Supreme Court of Libya,Libya,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Supreme Court of Libya official site in Arabic/English and targeted Arabic/English searches; no institution-specific generative AI adoption, pilot, or policy was found."
INST-0410,Supreme Court of Liechtenstein,Liechtenstein,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official court pages in German/English and targeted web searches found no mention of generative AI, ChatGPT, Copilot, or LLM-based services at the Supreme Court of Liechtenstein."
INST-0411,Supreme Court of Lithuania,Lithuania,judicial,national,yes,4,1,chatgpt_web_v1,4,Generative AI disclosure guidance for cassation filings; TeDIA AI press-release drafting tool,TeDIA,"The Supreme Court of Lithuania publicly documented a court AI tool, TeDIA, for drafting press releases and issued generative-AI disclosure guidance for cassation filings."
INST-0413,Superior Court of Justice,Luxembourg,judicial,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Luxembourg justice sources describe AI-assisted pseudonymisation in the judicial administration, but do not clearly document a generative-AI deployment specific to the Superior Court of Justice."
INST-0414,Supreme Court of Madagascar,Madagascar,judicial,national,no,1,1,chatgpt_web_v1,0,,,"No accessible official court site surfaced; external official/institutional sources in English and French did not document institution-specific generative-AI use, pilots, or policy. (https://www.ahjucaf.org/madagascar-cour-supr%C3%AAme)"
INST-0415,Supreme Court of Appeal,Malawi,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Malawi Judiciary pages and targeted web searches found no institution-specific evidence of generative AI use, policy, pilot, or procurement at the Supreme Court of Appeal."
INST-0416,Federal Court of Malaysia,Malaysia,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Federal Court/Judiciary official portal and targeted Malay/English web searches; found no institution-specific mention of generative AI, LLMs, ChatGPT, or Copilot at the Federal Court."
INST-0417,Supreme Court of the Maldives,Maldives,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the Supreme Court’s official website and targeted web searches in English; found no mention of generative AI, LLMs, ChatGPT, Copilot, or related pilots, policies, or deployments."
INST-0420,Supreme Court of the Marshall Islands,Marshall Islands,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Marshall Islands Judiciary website with GenAI terms; found no institution-specific mention of generative AI, ChatGPT, Copilot or LLM use by the Supreme Court."
INST-0421,Supreme Court of Mauritania,Mauritania,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Searched official Mauritanian sources in French and Arabic; found court modernization and digitization references, but no documented generative-AI tool, pilot, procurement, or court-specific GenAI policy for the Supreme Court."
INST-0422,Supreme Court of Mauritius,Mauritius,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Official Supreme Court pages and English web searches found no institution-specific evidence of generative AI adoption, policy, procurement, or deployment."
INST-0423,Supreme Court of Justice of the Nation,Mexico,judicial,national,yes,2,1,chatgpt_web_v1,2,JusticIA virtual assistant,JusticIA,"The SCJN has a live public virtual assistant, JusticIA, that official court pages say was developed by the institution and uses generative AI to answer questions and guide users to official information."
INST-0424,Supreme Court of the Federated States of Micronesia,Micronesia,judicial,national,no,1,1,chatgpt_web_v1,0,,,Checked FSM Government judiciary pages and related court listings in English; found court identity and contact information but no evidence of generative-AI use or policy at the national Supreme Court.
INST-0428,Supreme Court of Mongolia,Mongolia,judicial,national,yes,2,1,chatgpt_web_v1,1,Planned generative-AI legal research assistant,,"Official Supreme Court of Mongolia sources say the court is integrating AI and, as of January 2025, plans to introduce “Generative AI” to retrieve similar decisions and assist judges with research."
INST-0429,Supreme Court of Montenegro,Montenegro,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The Supreme Court of Montenegro website and targeted searches found no mention of generative AI, ChatGPT, Copilot, or LLM-based tools at this court."
INST-0430,Constitutional Court of Montenegro,Montenegro,judicial,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Constitutional Court’s official website with English/Serbian GenAI terms; found no institution-specific mention of generative AI, ChatGPT, Copilot or LLM use."
INST-0431,Court of Cassation,Morocco,judicial,national,no,1,1,chatgpt_web_v1,0,,,"The Court of Cassation judicial portal and targeted English/French web searches found no evidence that the court uses, pilots, procures, or governs generative AI tools such as ChatGPT, Copilot, or other LLM services."
